"107年08月24日每5秒委託成交統計"
"時間","累積委託買進筆數","累積委託買進數量","累積委託賣出筆數","累積委託賣出數量","累積成交筆數","累積成交數量","累積成交金額",
"12:42:40","3,603,384","21,792,183","4,162,307","13,069,414","648,601","3,536,829","77,008",
"12:42:45","3,603,911","21,803,068","4,163,109","13,081,460","648,755","3,537,384","77,019",
"12:42:50","3,604,509","21,809,079","4,163,930","13,078,790","648,866","3,538,041","77,030",
"12:42:55","3,605,120","21,811,167","4,164,800","13,072,048","648,987","3,538,360","77,048",
"12:43:00","3,606,168","21,817,273","4,165,889","13,075,587","649,106","3,539,083","77,062",
"12:43:05","3,606,980","21,804,586","4,166,794","13,066,668","649,263","3,540,298","77,074",
"12:43:10","3,607,583","21,808,660","4,167,704","13,067,977","649,423","3,540,933","77,087",
"12:43:15","3,608,268","21,804,532","4,168,540","13,072,695","649,567","3,541,642","77,099",
"12:43:20","3,608,971","21,812,380","4,169,502","13,088,385","649,687","3,541,998","77,110",
"12:43:25","3,609,585","21,805,396","4,170,267","13,081,590","649,813","3,542,368","77,121",
"12:43:30","3,610,420","21,808,959","4,171,353","13,069,688","649,978","3,543,068","77,134",
"12:43:35","3,611,149","21,813,174","4,172,341","13,079,653","650,086","3,543,473","77,145",
"12:43:40","3,611,830","21,811,305","4,173,327","13,094,307","650,240","3,544,201","77,158",
"12:43:45","3,612,497","21,819,335","4,174,121","13,096,786","650,359","3,544,549","77,168",
"12:43:50","3,613,177","21,817,712","4,175,100","13,095,176","650,499","3,545,137","77,181",
"12:43:55","3,613,817","21,802,687","4,175,924","13,102,593","650,647","3,545,585","77,194",
"12:44:00","3,614,443","21,803,970","4,176,764","13,101,568","650,770","3,546,069","77,202",
"12:44:05","3,614,952","21,818,375","4,177,463","13,096,483","650,929","3,546,791","77,211",
"12:44:10","3,615,668","21,814,353","4,178,440","13,099,198","651,106","3,547,426","77,228",
"12:44:15","3,616,462","21,798,362","4,179,391","13,088,497","651,259","3,548,029","77,240",
"12:44:20","3,617,212","21,804,038","4,180,437","13,101,360","651,403","3,548,480","77,254",
"12:44:25","3,617,750","21,822,021","4,181,233","13,111,659","651,508","3,549,209","77,263",
"12:44:30","3,618,279","21,807,512","4,181,918","13,086,433","651,639","3,549,793","77,273",
"12:44:35","3,618,798","21,822,568","4,182,814","13,103,389","651,780","3,550,120","77,284",
"12:44:40","3,619,678","21,828,136","4,183,748","13,108,264","651,896","3,550,497","77,292",
"12:44:45","3,620,440","21,819,967","4,184,734","13,091,507","652,029","3,551,044","77,301",
"12:44:50","3,620,938","21,833,797","4,185,511","13,095,206","652,148","3,551,502","77,310",
"12:44:55","3,621,647","21,832,408","4,186,460","13,108,614","652,262","3,551,739","77,318",
"12:45:00","3,622,270","21,824,852","4,187,279","13,102,785","652,402","3,552,132","77,331",
"12:45:05","3,622,997","21,840,892","4,188,157","13,112,362","652,550","3,552,856","77,340",
"12:45:10","3,623,588","21,822,023","4,188,931","13,110,783","652,758","3,553,377","77,355",
"12:45:15","3,624,349","21,829,868","4,189,962","13,100,871","652,912","3,554,012","77,371",
"12:45:20","3,624,893","21,847,398","4,190,696","13,118,483","653,058","3,554,727","77,380",
"12:45:25","3,625,573","21,843,694","4,191,570","13,114,438","653,195","3,555,107","77,393",
"12:45:30","3,626,389","21,845,861","4,192,467","13,105,105","653,314","3,555,423","77,403",
"12:45:35","3,627,205","21,845,810","4,193,514","13,108,290","653,433","3,555,774","77,414",
"12:45:40","3,627,976","21,848,190","4,194,444","13,106,896","653,595","3,556,384","77,427",
"12:45:45","3,628,564","21,853,371","4,195,170","13,117,487","653,707","3,556,700","77,436",
"12:45:50","3,629,153","21,846,317","4,195,907","13,111,237","653,816","3,556,945","77,445",
"12:45:55","3,629,932","21,845,873","4,196,861","13,104,902","653,949","3,557,359","77,458",
"12:46:00","3,630,787","21,848,370","4,197,869","13,100,597","654,088","3,557,962","77,470",
"12:46:05","3,631,501","21,853,916","4,198,668","13,108,621","654,264","3,558,527","77,485",
"12:46:10","3,632,010","21,858,249","4,199,441","13,114,573","654,438","3,559,074","77,499",
"12:46:15","3,632,639","21,850,344","4,200,276","13,119,041","654,615","3,559,550","77,517",
"12:46:20","3,633,712","21,850,156","4,201,450","13,103,379","654,763","3,560,063","77,531",
"12:46:25","3,634,260","21,855,401","4,202,174","13,118,391","654,914","3,560,915","77,549",
"12:46:30","3,635,177","21,846,615","4,203,309","13,113,899","655,065","3,561,290","77,561",
"12:46:35","3,635,784","21,852,157","4,204,129","13,133,116","655,181","3,561,758","77,571",
"12:46:40","3,636,416","21,863,729","4,204,985","13,138,649","655,356","3,562,264","77,585",
"12:46:45","3,636,994","21,841,187","4,205,707","13,125,715","655,483","3,564,030","77,598",
"12:46:50","3,637,540","21,855,222","4,206,503","13,130,482","655,645","3,564,518","77,612",
"12:46:55","3,638,233","21,852,208","4,207,418","13,128,729","655,794","3,564,903","77,623",
"12:47:00","3,639,031","21,841,555","4,208,459","13,127,949","656,010","3,566,883","77,648",
"12:47:05","3,639,702","21,842,121","4,209,247","13,133,029","656,184","3,567,578","77,665",
"12:47:10","3,640,789","21,859,944","4,210,804","13,102,160","656,332","3,568,296","77,689",
"12:47:15","3,641,456","21,850,104","4,211,839","13,078,678","656,455","3,568,881","77,699",
"12:47:20","3,642,169","21,857,550","4,212,734","13,087,479","656,619","3,569,568","77,709",
"12:47:25","3,642,748","21,864,906","4,213,491","13,079,490","656,747","3,570,161","77,719",
"12:47:30","3,643,352","21,861,162","4,214,240","13,081,312","656,907","3,570,682","77,730",
"12:47:35","3,644,026","21,847,350","4,215,143","13,082,485","657,014","3,571,137","77,742",
"12:47:40","3,644,961","21,858,656","4,216,132","13,078,721","657,157","3,571,544","77,755",
"12:47:45","3,645,606","21,864,980","4,217,050","13,093,813","657,257","3,572,164","77,766",
"12:47:50","3,646,267","21,868,387","4,217,994","13,096,027","657,371","3,572,863","77,780",
"12:47:55","3,647,009","21,868,900","4,219,027","13,092,454","657,548","3,573,496","77,796",
"12:48:00","3,647,739","21,876,010","4,220,002","13,096,365","657,707","3,574,050","77,810",
"12:48:05","3,648,404","21,862,824","4,220,814","13,094,421","657,832","3,574,497","77,821",
"12:48:10","3,649,031","21,867,587","4,221,594","13,104,967","657,947","3,574,844","77,831",
"12:48:15","3,649,646","21,858,455","4,222,380","13,099,796","658,073","3,575,237","77,839",
"12:48:20","3,650,273","21,859,815","4,223,316","13,117,611","658,184","3,575,647","77,851",
"12:48:25","3,650,787","21,869,696","4,224,090","13,118,735","658,344","3,576,053","77,867",
"12:48:30","3,651,520","21,854,772","4,224,917","13,106,403","658,494","3,576,497","77,882",
"12:48:35","3,652,375","21,845,926","4,225,826","13,102,722","658,608","3,577,010","77,892",
"12:48:40","3,653,098","21,865,542","4,226,633","13,116,534","658,728","3,577,331","77,905",
"12:48:45","3,653,690","21,849,350","4,227,615","13,095,319","658,855","3,577,556","77,922",
"12:48:50","3,654,852","21,839,678","4,229,150","13,080,922","658,988","3,578,251","77,936",
"12:48:55","3,655,546","21,847,368","4,230,011","13,084,211","659,149","3,578,768","77,949",
"12:49:00","3,656,223","21,861,222","4,230,818","13,103,574","659,308","3,579,896","77,973",
"12:49:05","3,656,988","21,866,800","4,231,692","13,104,603","659,462","3,580,353","77,985",
"12:49:10","3,657,656","21,866,809","4,232,596","13,102,333","659,643","3,580,832","78,003",
"12:49:15","3,658,292","21,881,063","4,233,558","13,105,088","659,775","3,581,227","78,017",
"12:49:20","3,659,442","21,881,829","4,234,718","13,114,798","659,984","3,583,270","78,034",
"12:49:25","3,660,218","21,895,930","4,235,623","13,109,694","660,118","3,583,623","78,056",
"12:49:30","3,660,830","21,895,576","4,236,432","13,108,476","660,238","3,584,144","78,066",
"12:49:35","3,661,400","21,893,461","4,237,239","13,115,862","660,329","3,584,431","78,075",
"12:49:40","3,662,287","21,894,896","4,238,268","13,124,878","660,521","3,587,019","78,092",
"12:49:45","3,662,995","21,896,656","4,239,198","13,120,509","660,738","3,591,035","78,116",
"12:49:50","3,663,517","21,892,223","4,239,952","13,138,629","660,876","3,591,509","78,128",
"12:49:55","3,664,254","21,870,381","4,240,807","13,133,300","661,073","3,593,410","78,151",
"12:50:00","3,664,881","21,868,310","4,241,600","13,132,067","661,211","3,593,840","78,160",
"12:50:05","3,665,445","21,878,644","4,242,507","13,142,881","661,359","3,594,249","78,178",
"12:50:10","3,666,530","21,866,235","4,243,795","13,128,274","661,576","3,594,951","78,194",
"12:50:15","3,667,469","21,866,722","4,244,910","13,119,832","661,753","3,595,382","78,209",
"12:50:20","3,668,512","21,860,299","4,246,040","13,117,055","661,927","3,595,782","78,227",
"12:50:25","3,669,252","21,863,710","4,246,975","13,125,189","662,097","3,596,320","78,240",
"12:50:30","3,670,172","21,883,795","4,248,136","13,133,089","662,283","3,597,044","78,261",
"12:50:35","3,670,706","21,888,554","4,248,857","13,132,338","662,437","3,597,559","78,274",
"12:50:40","3,671,781","21,881,578","4,250,133","13,135,499","662,680","3,598,794","78,295",
"12:50:45","3,672,420","21,902,176","4,251,065","13,137,754","662,815","3,599,057","78,308",
"12:50:50","3,673,036","21,903,761","4,251,893","13,155,393","662,927","3,599,305","78,321",
"12:50:55","3,673,610","21,898,199","4,252,647","13,157,753","663,070","3,599,905","78,332",
"12:51:00","3,674,372","21,897,640","4,253,509","13,153,464","663,200","3,600,201","78,340",
"12:51:05","3,675,107","21,893,837","4,254,446","13,148,925","663,336","3,600,673","78,356",
"12:51:10","3,675,962","21,898,824","4,255,555","13,151,295","663,557","3,601,611","78,378",
"12:51:15","3,676,899","21,872,711","4,256,539","13,148,907","663,774","3,602,355","78,399",
"12:51:20","3,677,897","21,877,973","4,257,758","13,135,396","663,900","3,602,685","78,409",
"12:51:25","3,678,504","21,880,793","4,258,495","13,137,820","664,078","3,603,166","78,426",
"12:51:30","3,679,393","21,891,990","4,259,452","13,139,661","664,262","3,603,882","78,445",
"12:51:35","3,680,417","21,870,621","4,260,635","13,104,865","664,442","3,604,487","78,462",
"12:51:40","3,681,240","21,906,283","4,261,704","13,136,944","664,560","3,604,805","78,473",
"12:51:45","3,681,769","21,919,521","4,262,518","13,139,474","664,659","3,605,280","78,490",
"12:51:50","3,682,556","21,895,737","4,263,388","13,132,001","664,864","3,606,859","78,513",
"12:51:55","3,683,100","21,913,565","4,264,101","13,143,130","665,003","3,607,391","78,526",
"12:52:00","3,683,656","21,927,266","4,264,902","13,141,284","665,122","3,607,671","78,534",
"12:52:05","3,684,635","21,919,080","4,266,083","13,129,811","665,295","3,608,547","78,552",
"12:52:10","3,685,270","21,908,412","4,266,946","13,130,621","665,444","3,609,295","78,574",
"12:52:15","3,686,130","21,915,945","4,268,054","13,134,675","665,634","3,609,906","78,595",
"12:52:20","3,687,086","21,903,519","4,269,167","13,131,485","665,884","3,612,204","78,620",
"12:52:25","3,687,816","21,903,138","4,270,110","13,128,590","666,031","3,613,464","78,633",
"12:52:30","3,688,477","21,932,458","4,270,974","13,130,582","666,193","3,614,241","78,653",
"12:52:35","3,689,324","21,916,995","4,271,937","13,121,192","666,328","3,614,892","78,674",
"12:52:40","3,690,082","21,916,117","4,272,890","13,128,967","666,475","3,615,364","78,689",
"12:52:45","3,690,748","21,928,444","4,273,838","13,147,325","666,588","3,615,727","78,702",
"12:52:50","3,691,526","21,925,627","4,274,849","13,144,435","666,740","3,616,512","78,717",
"12:52:55","3,692,226","21,931,492","4,275,794","13,155,233","666,884","3,617,205","78,728",
"12:53:00","3,692,760","21,936,796","4,276,539","13,156,453","667,045","3,617,586","78,740",
"12:53:05","3,693,298","21,936,826","4,277,336","13,161,954","667,211","3,618,262","78,756",
"12:53:10","3,693,905","21,935,567","4,278,093","13,159,584","667,345","3,618,627","78,767",
"12:53:15","3,694,752","21,931,790","4,279,209","13,141,726","667,505","3,619,170","78,797",
"12:53:20","3,695,817","21,932,693","4,280,564","13,129,293","667,721","3,620,077","78,814",
"12:53:25","3,696,537","21,935,741","4,281,486","13,136,110","667,883","3,620,683","78,827",
"12:53:30","3,697,083","21,945,941","4,282,271","13,148,628","668,029","3,621,680","78,845",
"12:53:35","3,697,851","21,938,214","4,283,362","13,132,361","668,189","3,622,456","78,859",
"12:53:40","3,698,376","21,945,395","4,284,146","13,145,489","668,327","3,622,969","78,874",
"12:53:45","3,699,011","21,940,289","4,285,044","13,133,403","668,460","3,623,467","78,887",
"12:53:50","3,699,681","21,944,300","4,286,129","13,117,657","668,602","3,624,660","78,907",
"12:53:55","3,700,423","21,948,404","4,287,142","13,148,195","668,746","3,625,214","78,920",
"12:54:00","3,701,047","21,935,314","4,287,971","13,148,493","668,880","3,625,772","78,933",
"12:54:05","3,702,139","21,938,809","4,289,159","13,145,136","669,081","3,626,514","78,952",
"12:54:10","3,702,956","21,940,652","4,290,204","13,151,772","669,217","3,626,855","78,967",
"12:54:15","3,703,713","21,940,812","4,291,128","13,154,076","669,374","3,627,437","78,982",
"12:54:20","3,704,278","21,947,302","4,291,933","13,152,365","669,511","3,627,982","78,994",
"12:54:25","3,705,111","21,935,548","4,292,980","13,143,355","669,709","3,629,894","79,012",
"12:54:30","3,705,791","21,946,617","4,293,816","13,154,979","669,828","3,630,185","79,023",
"12:54:35","3,706,347","21,954,349","4,294,689","13,158,566","669,949","3,630,563","79,035",
"12:54:40","3,706,976","21,961,286","4,295,521","13,168,682","670,079","3,631,024","79,053",
"12:54:45","3,707,528","21,965,769","4,296,307","13,162,307","670,242","3,632,470","79,076",
"12:54:50","3,708,099","21,966,853","4,297,082","13,160,353","670,385","3,632,848","79,088",
"12:54:55","3,709,046","21,944,518","4,298,051","13,155,839","670,518","3,633,382","79,100",
"12:55:00","3,709,833","21,946,710","4,299,134","13,146,898","670,661","3,633,749","79,114",
"12:55:05","3,710,648","21,939,685","4,300,182","13,148,452","670,793","3,634,033","79,127",
"12:55:10","3,711,458","21,949,464","4,301,085","13,155,280","671,084","3,635,011","79,147",
"12:55:15","3,712,169","21,937,043","4,302,084","13,153,038","671,314","3,636,309","79,170",
"12:55:20","3,712,892","21,937,482","4,302,995","13,158,562","671,487","3,636,805","79,187",
"12:55:25","3,713,619","21,946,843","4,303,811","13,157,215","671,602","3,637,341","79,197",
"12:55:30","3,714,465","21,911,512","4,304,770","13,150,929","671,760","3,637,888","79,216",
"12:55:35","3,715,403","21,945,223","4,305,832","13,152,590","671,894","3,638,230","79,228",
"12:55:40","3,716,387","21,944,616","4,306,985","13,155,015","672,116","3,639,829","79,256",
"12:55:45","3,717,419","21,939,545","4,308,261","13,142,835","672,325","3,640,526","79,283",
"12:55:50","3,718,310","21,947,826","4,309,485","13,147,767","672,525","3,641,196","79,305",
"12:55:55","3,718,834","21,952,682","4,310,224","13,153,121","672,694","3,641,808","79,330",
"12:56:00","3,720,222","21,922,325","4,311,680","13,140,667","672,898","3,643,847","79,347",
"12:56:05","3,720,999","21,921,080","4,312,871","13,148,856","673,105","3,644,738","79,373",
"12:56:10","3,721,727","21,933,135","4,313,823","13,165,252","673,306","3,645,655","79,395",
"12:56:15","3,722,501","21,918,859","4,314,877","13,153,252","673,511","3,646,379","79,415",
"12:56:20","3,723,470","21,938,519","4,316,207","13,156,388","673,658","3,646,954","79,428",
"12:56:25","3,724,767","21,904,238","4,317,616","13,127,431","673,821","3,647,478","79,445",
"12:56:30","3,725,455","21,942,068","4,318,538","13,162,482","673,960","3,647,975","79,458",
"12:56:35","3,726,418","21,931,594","4,319,567","13,167,276","674,109","3,648,524","79,471",
"12:56:40","3,726,879","21,940,047","4,320,250","13,165,442","674,271","3,649,168","79,484",
"12:56:45","3,727,436","21,943,900","4,321,077","13,172,977","674,455","3,649,752","79,510",
"12:56:50","3,728,200","21,939,462","4,322,147","13,157,605","674,614","3,650,393","79,529",
"12:56:55","3,728,966","21,940,731","4,323,163","13,172,123","674,770","3,651,631","79,544",
"12:57:00","3,729,723","21,951,219","4,324,118","13,169,991","674,965","3,653,364","79,561",
"12:57:05","3,730,554","21,934,923","4,325,083","13,160,641","675,129","3,654,049","79,576",
"12:57:10","3,731,459","21,950,352","4,326,221","13,164,547","675,312","3,654,649","79,590",
"12:57:15","3,732,312","21,931,814","4,327,387","13,166,200","675,486","3,655,212","79,609",
"12:57:20","3,733,164","21,953,071","4,328,369","13,177,761","675,649","3,655,627","79,625",
